"V1","V2","V3","V4"
0.945945945945946,0.741441441441441,0.280948480848996,0.803851253851254
0.972972972972973,0.736743886743887,0.274451074401332,0.811066261066261
0.945945945945946,0.748198198198198,0.274191724092239,0.808999258999259
0.972972972972973,0.77007722007722,0.241117741067999,0.828912678912679
0.972972972972973,0.811100386100386,0.200094575044833,0.862000312000312
0.972972972972973,0.772136422136422,0.239058539008797,0.836141336141336
0.959459459459459,0.78037323037323,0.244335244285502,0.828218478218478
0.945945945945946,0.727252252252252,0.295137670038185,0.794686244686245
0.972972972972973,0.770720720720721,0.240474240424498,0.832422682422682
0.945945945945946,0.726447876447876,0.295942045842561,0.798904098904099
0.986486486486487,0.775740025740026,0.237773487773488,0.833288483288483
1,0.779118404118404,0.220881595881596,0.844672594672595
1,0.772779922779923,0.227220077220077,0.841117741117741
1,0.778024453024453,0.221975546975547,0.848190398190398
1,0.75997425997426,0.24002574002574,0.832761982761983
1,0.775997425997426,0.224002574002574,0.845021645021645
0.972972972972973,0.780920205920206,0.230274755225013,0.845651495651496
1,0.772072072072072,0.227927927927928,0.841174291174291
1,0.776640926640927,0.223359073359073,0.848012948012948
1,0.807722007722008,0.192277992277992,0.867382317382317
0.945945945945946,0.729826254826255,0.292563667464183,0.797418197418197
0.972972972972973,0.770945945945946,0.240249015199273,0.831430131430131
0.972972972972973,0.765797940797941,0.245397020347278,0.829092079092079
0.945945945945946,0.727702702702703,0.294687219587735,0.787200187200187
0.945945945945946,0.718918918918919,0.303471003371519,0.782444132444132
0.972972972972973,0.766570141570142,0.244624819575077,0.828893178893179
0.932432432432432,0.750096525096525,0.285806910707426,0.801279201279201
0.972972972972973,0.742824967824968,0.268369993320251,0.806226356226356
0.972972972972973,0.762451737451737,0.248743223693481,0.823686673686674
0.945945945945946,0.718693693693694,0.303696228596744,0.781794781794782
0.945945945945946,0.762709137709138,0.2596807845813,0.822107172107172
0.972972972972973,0.792181467181467,0.219013493963752,0.850670800670801
0.896396396396396,0.724581724581725,0.322103730534995,0.773606723606724
0.932432432432432,0.767567567567568,0.258913917394924,0.814114114114114
0.972972972972973,0.805694980694981,0.205499980450238,0.85967980967981
0.945945945945946,0.766956241956242,0.255433680334196,0.821241371241371
0.891891891891892,0.732464607464608,0.318725352156616,0.776882726882727
0.936936936936937,0.814060489060489,0.217338442238958,0.852308802308802
0.918918918918919,0.774581724581725,0.26541327389428,0.813105963105963
0.972972972972973,0.796235521235521,0.214959439909698,0.847753597753598
0.945945945945946,0.730888030888031,0.291501891402407,0.801480051480052
0.936936936936937,0.748745173745174,0.277376402260337,0.811253461253461
0.963963963963964,0.770624195624196,0.244302419236096,0.832968682968683
0.905405405405405,0.718339768339768,0.328758628609402,0.775545025545026
0.932432432432432,0.744240669240669,0.291662766563282,0.802244452244452
0.90990990990991,0.722361647361647,0.314954889789082,0.785685035685036
0.939189189189189,0.744240669240669,0.284906009806525,0.807392457392457
0.95045045045045,0.73523166023166,0.283786517300685,0.804046254046254
0.925675675675676,0.741344916344916,0.301315276215792,0.794616044616045
0.990990990990991,0.746492921492921,0.257238732222151,0.825667875667876
0.891891891891892,0.666505791505791,0.378274053075084,0.735020085020085
0.891891891891892,0.666280566280566,0.378499278300309,0.733610233610234
0.891891891891892,0.663931788931789,0.380848055649086,0.728813228813229
0.878378378378378,0.677960102960103,0.380333255134286,0.736685386685387
0.945945945945946,0.681949806949807,0.340440115340631,0.755840255840256
0.869369369369369,0.651319176319176,0.409701890223248,0.704124254124254
0.851351351351351,0.634491634491634,0.434996684747973,0.696257946257946
0.945945945945946,0.700225225225225,0.322164697065212,0.772214422214422
0.882882882882883,0.663931788931789,0.38297479418512,0.727311727311727
0.882882882882883,0.663288288288288,0.390500565301596,0.727504777504777
0.959459459459459,0.733976833976834,0.290731640681898,0.794262194262194
1,0.750868725868726,0.249131274131274,0.822378222378222
1,0.771138996138996,0.228861003861004,0.835248235248235
1,0.767760617760618,0.232239382239382,0.834159234159234
1,0.759169884169884,0.240830115830116,0.827418977418977
1,0.783526383526383,0.216473616473616,0.843425643425643
0.986486486486487,0.778153153153153,0.23536036036036,0.833918333918334
1,0.800900900900901,0.199099099099099,0.856638856638857
1,0.778539253539254,0.221460746460746,0.837585387585388
0.972972972972973,0.761904761904762,0.249290199240457,0.822833622833623
0.945945945945946,0.730694980694981,0.291694941595457,0.794027144027144
0.93018018018018,0.736293436293436,0.297904235292315,0.788588588588589
0.945945945945946,0.705598455598456,0.316791466691982,0.771354471354471
0.945945945945946,0.733172458172458,0.289217464117979,0.798225498225498
0.945945945945946,0.715830115830116,0.306559806460322,0.781981981981982
0.945945945945946,0.704568854568855,0.317821067721583,0.778206778206778
0.945945945945946,0.738577863577864,0.283812058712574,0.79974754974755
0.936936936936937,0.744208494208494,0.287190437090952,0.796975546975547
0.932432432432432,0.713320463320463,0.322582972483488,0.771804921804922
0.936936936936937,0.7246138996139,0.300503731124574,0.787092937092937
0.945945945945946,0.760842985842986,0.261546936447452,0.813472563472563
0.918918918918919,0.697779922779923,0.335804960655734,0.760974610974611
0.972972972972973,0.727702702702703,0.283492258442516,0.797817947817948
0.945945945945946,0.74507722007722,0.277312702213218,0.798812448812449
0.972972972972973,0.750707850707851,0.260487110437368,0.812641862641863
0.945945945945946,0.736068211068211,0.286321711222226,0.798800748800749
0.936936936936937,0.729311454311454,0.296810121694056,0.79004914004914
0.918918918918919,0.716924066924067,0.316660816511589,0.778653328653329
0.918918918918919,0.71016731016731,0.323417573268346,0.770802620802621
0.918918918918919,0.718050193050193,0.315534690385463,0.775892125892126
0.972972972972973,0.771525096525096,0.239669864620122,0.832732732732733
0.972972972972973,0.736100386100386,0.275094575044833,0.801753051753052
1,0.762644787644788,0.237355212355212,0.831974181974182
1,0.787676962676963,0.212323037323037,0.850793650793651
0.972972972972973,0.713642213642214,0.297552747503005,0.790739440739441
0.963963963963964,0.741570141570142,0.271751558111111,0.810526110526111
0.945945945945946,0.735199485199485,0.287190437090952,0.796595296595297
0.972972972972973,0.760617760617761,0.250577200527458,0.82043992043992
0.959459459459459,0.756435006435006,0.268273468223726,0.81048906048906
0.972972972972973,0.743500643500643,0.267694317644575,0.807064857064857
